Mixture,MS1_absolute,MS1_percent,Absolute_score
qns31079_044,1.5462041842285095,43.498596642842976,1.88536655667108
qns31079_045,0.8017674500552053,24.079009335705585,1.82475643093285
qns31079_046,0.9335117139630179,22.836060882481046,2.02185166441717
qns31079_047,1.1678729481677406,36.126010317387156,1.79799218035329
qns31079_048,1.1010269742916639,33.94108152628745,1.80109301119502
qns31079_053,0.991705667002388,26.85693759841672,1.92160071848006
qns31079_054,1.2765101871290696,36.44147422128648,1.87160490027742
qns31079_055,0.9852052331025224,28.901632231075396,1.84629957535804
qns31079_056,1.4065259946270119,52.05373508535456,1.64379605080129
qns31079_057,1.1757059590773375,43.70701506447713,1.64011305624761
qns31079_058,1.4796769420851488,46.08024390504302,1.79195074666523
qns31079_059,1.242756947019124,38.9320624928687,1.78664963037242
qns31079_061,0.8467439522415233,22.698159404070946,1.93143781870741
qns31079_062,1.004141395251616,33.20006789624238,1.7391135930452
qns31079_068,1.0000594211143132,32.58397632761109,1.75190624989283
qns31079_069,0.927318708299117,24.480152433840743,1.9462895548216
qns31079_070,1.122041682522603,30.622862129311844,1.91417485009619
qns31079_071,1.275328710739713,42.87827032238386,1.72461611329358
qns31079_072,1.2488045487319483,31.113106520249517,2.00343634437437
qns31079_075,0.9520118561410683,27.49105081314197,1.86091059374837
qns31079_076,1.2316431103407235,34.80937917238723,1.88102384974056
qns31079_077,1.2459483618282337,27.919816245199836,2.11248553517454
qns31079_079,1.0814551634667369,32.42246963653458,1.82633824279904
qns31079_080,1.1739243671747934,36.73977848132642,1.78752363139545
qns31079_081,1.4970892899384851,37.6045715100524,1.99527853057996
qns31079_083,1.328183265895181,36.89951002131051,1.89722440431721
qns31079_084,1.3724666577628726,34.15863987343462,2.00447487279638
qns31079_085,1.4639349372742116,49.40210914485413,1.72142514449972
qns31079_086,1.2616768132197815,45.4534229686882,1.66606048376168
qns31079_087,1.2594602319970976,33.468668733815726,1.93987171416534
qns31079_088,0.8100040311508195,26.60171189039118,1.74497334496406
qns31079_089,1.5599182197405017,57.58409814749301,1.64588554308535
qns31079_090,0.751388355277942,24.411384939549833,1.75442990141916
qns31079_092,0.8483130403851596,23.969429513722133,1.88126173799654
qns31079_093,0.8441040845759489,19.197450679489165,2.09689276217032
qns31079_094,1.2729036771647373,51.11421265969738,1.57807243112176
qns31079_188,0.6696159017610547,23.33176957059841,1.69409999033257
qns31079_190,1.1245702536257438,44.393373057497406,1.59160107425876
qns31079_191,0.6742453440632502,13.053521033917317,2.27271585355278
qns31079_192,1.2412751761312573,36.530590381518294,1.8433410284212
qns31079_194,1.181962572408397,35.37611244878014,1.82787633175133
qns31079_195,0.7933640748771279,25.083714716944506,1.77844459149774
qns31079_196,1.1288692891124625,36.90834462069707,1.74887812483976
qns31079_197,0.9033546515306752,30.919594537239426,1.7092762076538
qns31079_198,1.2931615409047692,41.92641480160738,1.75623459036324
qns31079_199,0.7614308599536764,22.317197301347477,1.84712127573589
qns31079_201,0.9674895156996896,28.668060823028686,1.83706268238871
qns31079_202,0.8799732131602203,28.697903813751157,1.75109471902572
qns31079_203,0.8305600300518904,21.932342849094038,1.94600073748778
qns31079_204,1.0833994358504748,27.786525172685444,1.97459113401425
qns31079_205,1.0498019606150069,22.79292064768991,2.14611851094597
qns31079_206,1.5554678814773781,46.94345428863194,1.82030013858838
qns31079_207,0.7353068042344119,16.493041469010816,2.11146514603529
qns31079_208,0.9353050862954622,22.678560505311502,2.03080818752279
qns31079_209,1.2042863540824018,33.30450234891349,1.90157477788228
qns31079_211,1.3649192608677947,31.85052756050888,2.07011830696853
qns31079_212,1.3006854903418847,25.888369558477653,2.24147447670329
qns31079_213,1.0586594697322065,35.78812106891232,1.71992177299041
qns31079_214,1.2033756932372695,48.829897746199904,1.56984838336798
qns31079_215,1.0216015477516194,34.4398677435434,1.72230488589472
qns31079_217,1.3284938167455873,53.88865731264369,1.57011364295864
qns31079_218,1.4129163925108805,55.164588731881835,1.60039814577155
qns31079_220,0.947164652751366,31.567221002436952,1.73218616568912
qns31079_221,1.250506015108623,38.98824321645835,1.79091947542647
qns31079_226,1.0425783587919066,27.99471336801916,1.92981794422361
qns31079_227,0.9935306734793733,28.92781349215754,1.85324499317049
qns31079_228,0.8716388593748581,29.496583397679533,1.71902595763329
qns31079_229,1.7879454490547297,60.507938554868865,1.71898051334048
qns31079_230,1.0225151883677432,30.587279993540488,1.82837154845232
qns31079_231,1.150068623839172,32.75192575980637,1.87388725387759
qns31079_232,1.4840753607253905,57.59486359833844,1.60522568557007
qns31079_233,1.2424296312602086,39.09127904081486,1.7827726384307
qns31079_234,0.9477097844082256,26.322307920521304,1.89747341399469
qns31079_236,1.1231198884781584,36.61262766342156,1.75144945859912
qns31079_237,1.7550767314004705,47.275142441302336,1.92677778838369
qns31079_239,1.4558831863138864,48.74301853010671,1.72825194784947
qns31079_240,1.5189450917136003,26.389244184474702,2.3991508822912
qns31079_241,1.397808873580746,38.15040572635623,1.91414272034997
qns31079_242,1.2236789789872875,35.197918391279465,1.86455526282039
qns31079_243,0.7494660654119274,16.334084449204802,2.14204499114726
qns31079_244,0.883319032797518,23.69070270847916,1.93094463961739
qns31079_245,0.8736563229445286,26.07141006047383,1.83057721306967
qns31079_246,1.056453892951584,36.121218314009575,1.71018888263516
qns31079_247,1.0693924921787843,27.34225795615569,1.97765885073856
qns31079_250,0.8397789451967306,23.50003448927774,1.89037620112105
qns31079_251,0.7990228338987911,28.61737006210165,1.67095492783772
qns31079_252,1.1382452373858842,34.257632134054475,1.82280096638267
qns31079_254,1.131154802049006,40.05411883839063,1.68049579757464
qns31079_256,1.5368086352453736,44.73198942485869,1.85353499204745
qns31079_257,0.9336001915846246,27.590280286083186,1.83951108753896
qns31079_258,1.0122752237089119,19.666705530742597,2.26873356367864
qns31079_259,0.9278885192114729,29.13701164392244,1.78453634233327
qns31079_260,1.1741323512196418,39.10177648400202,1.73284725536424
qns31079_261,1.4177032460821442,54.62738486516928,1.61097003253531
qns31079_262,0.7916791931438848,26.508287128477022,1.72815933836519
qns31079_263,1.2290722555697302,37.03857191817627,1.82163596016277
qns31079_264,1.2372054742005976,34.6876656487257,1.88857127256194
qns31079_265,0.8730206484176455,26.013365220909957,1.83195157118259
qns31079_266,1.579997009908715,34.26616326975013,2.14731319402541
qns31079_267,1.103477945178403,31.12186957737219,1.88299423144623
qns31079_268,1.4340273025697532,35.491068294490034,2.01010699093053
qns31079_269,0.31385835460566575,8.190202621236889,1.95758002007944
qns31079_273,0.9199791469306409,26.905267830977053,1.84914229343854
qns31079_274,1.296974506468152,34.27762757316813,1.94518244683576
qns31079_275,1.3615880695180775,32.33687147793023,2.05198351949361
qns31079_276,1.45093862313777,49.29218993422347,1.7156767427871
qns31079_277,1.070104775032758,31.878854986280725,1.83215323566097
qns31079_278,1.103641316332843,24.356363956414537,2.12866709915896
qns31079_279,1.0754086059153563,34.85919371225287,1.7564188321772
qns31079_280,0.8661930142871785,24.75090025687493,1.87073313400064
qns31079_281,1.1778732030910437,24.452561411747926,2.19476027878604
qns31079_282,1.4954539697301048,54.41633496066777,1.65776085753863
qns31079_283,1.1013756953101532,33.76539315472766,1.80605860538098
qns31079_284,1.1804466046672168,41.23827754961169,1.69189308356821
qns31079_285,1.4996841587235867,45.84167929598086,1.80871292783765
qns31079_286,1.0265699727859037,33.03013260903131,1.76294644659156
qns31079_287,1.2528060911442631,21.735044129864267,2.40083141367585
qns31079_288,1.1249550265065842,34.07084613652983,1.81708867083422
qns31079_289,1.2739606952748352,42.0039644255241,1.74153767311798
qns31079_291,1.2265175015310197,48.01337668612425,1.59829061661963
qns31079_292,1.4934882531808897,44.07589940287169,1.84077333214681
qns31079_293,0.6498517773646779,12.689808968085883,2.26297425613252
qns31079_294,1.1053444722979142,25.00468135462582,2.10251043342977
qns31079_295,1.541880408336638,38.11109019089201,2.01140561881417
qns31079_296,0.6762535253271234,17.00311604288915,1.99430010285807
qns31079_297,0.7473461800042721,17.874732797943118,2.0447543005937
qns31079_298,0.844884981258275,22.94065782563164,1.91909229362848
qns31079_299,1.0281323227037156,33.250995012232636,1.75841825417917
qns31079_303,1.1400744873669282,34.418019990273734,1.8200095729766
qns31079_304,0.9793913827676558,27.17785577894664,1.89832490033348
qns31079_305,0.7815936074602227,19.486828799855044,2.00271852252112
qns31079_306,1.8702506025736676,56.85623443193444,1.81368079836096
qns31079_307,1.5210760348271886,55.92339187380987,1.64922044396169
qns31079_308,1.0111525703375066,26.359388185393556,1.95857714420443
qns31079_309,1.3742168956657363,40.2186528069652,1.84847628155429
qns31079_311,0.6591904009830584,20.538880347555036,1.79150099980879
qns31079_312,0.9220060905862106,27.105482292651338,1.84432870391402
qns31079_313,0.7208863373023535,22.57873856749,1.78683133435134
qns31079_314,1.280225000275215,34.43445739945783,1.92817536528865
qns31079_315,0.9970063257014119,26.84756782493955,1.92706552852565
qns31079_317,0.5655848698421386,19.394194263512755,1.70770567150519
qns31079_318,1.2499692018067605,38.65266673616257,1.79829081103259
qns31079_319,0.8631994924298683,20.908312680050035,2.03187082755444
qns31079_320,1.159198368897117,30.031897615485338,1.964660408197
qns31079_321,0.9971107323624749,26.11413081919136,1.95404206089152
qns31079_322,1.410580724732781,50.95766685661817,1.6637735083274
qns31079_323,1.5792051065543706,52.797689715504184,1.72946513030807
qns31079_324,1.0185167091782823,28.355140952855983,1.89525728141671
qns31079_326,1.2698621859715202,46.61266942870785,1.65054096644048
qns31079_327,0.9688369781963305,23.958641332307764,2.01091753061182
qns31079_328,0.6775023748339153,19.05896346413092,1.88540985229733
qns31079_329,1.0885150709382365,36.44008089426106,1.72833353627489
qns31079_330,1.0321436200511487,37.171400660791996,1.66634761086683
qns31079_331,0.8416288991357571,28.488095353424146,1.71881293210715
qns31079_332,1.5939607645114096,35.390689840853625,2.12223904029751
qns31079_333,0.9794558067795789,32.867805300387296,1.72626342801517
