Mixture,MS1_absolute
qns31079_044,1.5462041842285095
qns31079_045,0.8017674500552053
qns31079_046,0.9335117139630179
qns31079_047,1.1678729481677406
qns31079_048,1.1010269742916639
qns31079_053,0.991705667002388
qns31079_054,1.2765101871290696
qns31079_055,0.9852052331025224
qns31079_056,1.4065259946270119
qns31079_057,1.1757059590773375
qns31079_058,1.4796769420851488
qns31079_059,1.242756947019124
qns31079_061,0.8467439522415233
qns31079_062,1.004141395251616
qns31079_068,1.0000594211143132
qns31079_069,0.927318708299117
qns31079_070,1.122041682522603
qns31079_071,1.275328710739713
qns31079_072,1.2488045487319483
qns31079_075,0.9520118561410683
qns31079_076,1.2316431103407235
qns31079_077,1.2459483618282337
qns31079_079,1.0814551634667369
qns31079_080,1.1739243671747934
qns31079_081,1.4970892899384851
qns31079_083,1.328183265895181
qns31079_084,1.3724666577628726
qns31079_085,1.4639349372742116
qns31079_086,1.2616768132197815
qns31079_087,1.2594602319970976
qns31079_088,0.8100040311508195
qns31079_089,1.5599182197405017
qns31079_090,0.751388355277942
qns31079_092,0.8483130403851596
qns31079_093,0.8441040845759489
qns31079_094,1.2729036771647373
qns31079_188,0.6696159017610547
qns31079_190,1.1245702536257438
qns31079_191,0.6742453440632502
qns31079_192,1.2412751761312573
qns31079_194,1.181962572408397
qns31079_195,0.7933640748771279
qns31079_196,1.1288692891124625
qns31079_197,0.9033546515306752
qns31079_198,1.2931615409047692
qns31079_199,0.7614308599536764
qns31079_201,0.9674895156996896
qns31079_202,0.8799732131602203
qns31079_203,0.8305600300518904
qns31079_204,1.0833994358504748
qns31079_205,1.0498019606150069
qns31079_206,1.5554678814773781
qns31079_207,0.7353068042344119
qns31079_208,0.9353050862954622
qns31079_209,1.2042863540824018
qns31079_211,1.3649192608677947
qns31079_212,1.3006854903418847
qns31079_213,1.0586594697322065
qns31079_214,1.2033756932372695
qns31079_215,1.0216015477516194
qns31079_217,1.3284938167455873
qns31079_218,1.4129163925108805
qns31079_220,0.947164652751366
qns31079_221,1.250506015108623
qns31079_226,1.0425783587919066
qns31079_227,0.9935306734793733
qns31079_228,0.8716388593748581
qns31079_229,1.7879454490547297
qns31079_230,1.0225151883677432
qns31079_231,1.150068623839172
qns31079_232,1.4840753607253905
qns31079_233,1.2424296312602086
qns31079_234,0.9477097844082256
qns31079_236,1.1231198884781584
qns31079_237,1.7550767314004705
qns31079_239,1.4558831863138864
qns31079_240,1.5189450917136003
qns31079_241,1.397808873580746
qns31079_242,1.2236789789872875
qns31079_243,0.7494660654119274
qns31079_244,0.883319032797518
qns31079_245,0.8736563229445286
qns31079_246,1.056453892951584
qns31079_247,1.0693924921787843
qns31079_250,0.8397789451967306
qns31079_251,0.7990228338987911
qns31079_252,1.1382452373858842
qns31079_254,1.131154802049006
qns31079_256,1.5368086352453736
qns31079_257,0.9336001915846246
qns31079_258,1.0122752237089119
qns31079_259,0.9278885192114729
qns31079_260,1.1741323512196418
qns31079_261,1.4177032460821442
qns31079_262,0.7916791931438848
qns31079_263,1.2290722555697302
qns31079_264,1.2372054742005976
qns31079_265,0.8730206484176455
qns31079_266,1.579997009908715
qns31079_267,1.103477945178403
qns31079_268,1.4340273025697532
qns31079_269,0.31385835460566575
qns31079_273,0.9199791469306409
qns31079_274,1.296974506468152
qns31079_275,1.3615880695180775
qns31079_276,1.45093862313777
qns31079_277,1.070104775032758
qns31079_278,1.103641316332843
qns31079_279,1.0754086059153563
qns31079_280,0.8661930142871785
qns31079_281,1.1778732030910437
qns31079_282,1.4954539697301048
qns31079_283,1.1013756953101532
qns31079_284,1.1804466046672168
qns31079_285,1.4996841587235867
qns31079_286,1.0265699727859037
qns31079_287,1.2528060911442631
qns31079_288,1.1249550265065842
qns31079_289,1.2739606952748352
qns31079_291,1.2265175015310197
qns31079_292,1.4934882531808897
qns31079_293,0.6498517773646779
qns31079_294,1.1053444722979142
qns31079_295,1.541880408336638
qns31079_296,0.6762535253271234
qns31079_297,0.7473461800042721
qns31079_298,0.844884981258275
qns31079_299,1.0281323227037156
qns31079_303,1.1400744873669282
qns31079_304,0.9793913827676558
qns31079_305,0.7815936074602227
qns31079_306,1.8702506025736676
qns31079_307,1.5210760348271886
qns31079_308,1.0111525703375066
qns31079_309,1.3742168956657363
qns31079_311,0.6591904009830584
qns31079_312,0.9220060905862106
qns31079_313,0.7208863373023535
qns31079_314,1.280225000275215
qns31079_315,0.9970063257014119
qns31079_317,0.5655848698421386
qns31079_318,1.2499692018067605
qns31079_319,0.8631994924298683
qns31079_320,1.159198368897117
qns31079_321,0.9971107323624749
qns31079_322,1.410580724732781
qns31079_323,1.5792051065543706
qns31079_324,1.0185167091782823
qns31079_326,1.2698621859715202
qns31079_327,0.9688369781963305
qns31079_328,0.6775023748339153
qns31079_329,1.0885150709382365
qns31079_330,1.0321436200511487
qns31079_331,0.8416288991357571
qns31079_332,1.5939607645114096
qns31079_333,0.9794558067795789
